feature,value,id,kind
batter,665561,335,categorical
batter,679032,336,categorical
batter,656180,337,categorical
batter,677588,338,categorical
batter,665019,339,categorical
batter,596142,340,categorical
batter,677008,341,categorical
batter,641857,342,categorical
batter,670224,343,categorical
batter,656248,344,categorical
batter,622569,345,categorical
batter,641555,346,categorical
batter,672724,347,categorical
batter,606992,348,categorical
batter,669261,349,categorical
batter,678225,350,categorical
batter,691594,351,categorical
batter,669707,352,categorical
batter,669477,353,categorical
batter,669289,354,categorical
batter,682641,355,categorical
batter,666023,356,categorical
batter,680118,357,categorical
batter,640902,358,categorical
batter,680474,359,categorical
batter,644433,360,categorical
batter,641658,361,categorical
batter,669194,362,categorical
batter,680716,363,categorical
batter,669357,364,categorical
batter,686780,365,categorical
batter,665839,366,categorical
batter,694362,367,categorical
batter,642851,368,categorical
batter,669087,369,categorical
batter,686554,370,categorical
batter,663968,371,categorical
batter,666163,372,categorical
batter,671289,373,categorical
batter,607732,374,categorical
batter,666160,375,categorical
batter,664702,376,categorical
batter,623168,377,categorical
batter,657656,378,categorical
batter,518595,379,categorical
batter,608671,380,categorical
batter,669234,381,categorical
batter,595978,382,categorical
batter,642201,383,categorical
batter,607067,384,categorical
batter,663609,385,categorical
batter,666397,386,categorical
batter,680577,387,categorical
batter,608701,388,categorical
batter,666185,389,categorical
batter,670156,390,categorical
batter,621035,391,categorical
batter,683766,392,categorical
batter,605170,393,categorical
batter,669743,394,categorical
batter,656413,395,categorical
batter,670032,396,categorical
batter,671286,397,categorical
batter,683002,398,categorical
batter,672744,399,categorical
batter,686475,400,categorical
batter,694374,401,categorical
batter,695336,402,categorical
batter,643565,403,categorical
batter,650968,404,categorical
batter,672279,405,categorical
batter,691728,406,categorical
batter,660757,407,categorical
batter,686527,408,categorical
batter,666165,409,categorical
batter,669221,410,categorical
batter,676439,411,categorical
batter,666181,412,categorical
batter,691907,413,categorical
batter,663796,414,categorical
batter,671221,415,categorical
batter,605204,416,categorical
batter,660844,417,categorical
batter,687957,418,categorical
batter,805367,419,categorical
batter,553882,420,categorical
batter,641943,421,categorical
batter,682657,422,categorical
batter,621512,423,categorical
batter,680779,424,categorical
batter,682622,425,categorical
batter,691182,426,categorical
batter,686797,427,categorical
batter,542963,428,categorical
batter,642180,429,categorical
batter,683083,430,categorical
batter,656582,431,categorical
batter,675659,432,categorical
batter,680718,433,categorical
batter,810938,434,categorical
batter,669720,435,categorical
batter,660821,436,categorical
batter,690924,437,categorical
batter,680700,438,categorical
batter,700337,439,categorical
batter,681393,440,categorical
batter,687263,441,categorical
batter,702332,442,categorical
batter,660644,443,categorical
batter,657077,444,categorical
batter,807712,445,categorical
batter,668845,446,categorical
batter,592696,447,categorical
batter,802415,448,categorical
batter,640492,449,categorical
batter,672359,450,categorical
batter,681584,451,categorical
batter,702358,452,categorical
batter,670276,453,categorical
batter,690291,454,categorical
batter,682663,455,categorical
batter,682927,456,categorical
batter,666915,457,categorical
batter,669200,458,categorical
batter,701762,459,categorical
batter,605113,460,categorical
batter,642215,461,categorical
batter,669717,462,categorical
batter,685301,463,categorical
batter,678489,464,categorical
batter,680911,465,categorical
batter,643446,466,categorical
batter,682626,467,categorical
batter,663662,468,categorical
batter,676701,469,categorical
batter,682729,470,categorical
batter,662139,471,categorical
batter,656896,472,categorical
batter,668974,473,categorical
batter,672569,474,categorical
batter,669392,475,categorical
batter,682997,476,categorical
batter,571466,477,categorical
batter,676480,478,categorical
batter,688760,479,categorical
batter,663886,480,categorical
batter,678391,481,categorical
batter,669134,482,categorical
batter,689172,483,categorical
batter,691723,484,categorical
batter,689041,485,categorical
batter,668942,486,categorical
batter,571912,487,categorical
batter,647351,488,categorical
batter,808975,489,categorical
batter,668904,490,categorical
batter,678894,491,categorical
batter,681546,492,categorical
batter,694497,493,categorical
batter,677956,494,categorical
batter,676551,495,categorical
batter,664059,496,categorical
batter,683090,497,categorical
batter,686765,498,categorical
batter,671284,499,categorical
batter,683021,500,categorical
batter,655316,501,categorical
batter,686823,502,categorical
batter,518934,503,categorical
batter,691783,504,categorical
batter,694208,505,categorical
batter,668731,506,categorical
batter,687221,507,categorical
batter,680837,508,categorical
batter,669256,509,categorical
batter,687462,510,categorical
batter,676812,511,categorical
batter,690987,512,categorical
batter,695734,513,categorical
batter,672016,514,categorical
batter,680769,515,categorical
batter,660670,516,categorical
batter,669722,517,categorical
batter,676724,518,categorical
batter,691785,519,categorical
batter,663837,520,categorical
batter,680862,521,categorical
batter,679845,522,categorical
batter,645305,523,categorical
batter,696030,524,categorical
batter,624512,525,categorical
batter,683748,526,categorical
batter,670231,527,categorical
batter,682183,528,categorical
batter,672761,529,categorical
batter,663897,530,categorical
batter,663967,531,categorical
batter,681715,532,categorical
batter,642731,533,categorical
batter,669450,534,categorical
batter,664068,535,categorical
batter,694376,536,categorical
batter,702284,537,categorical
batter,656541,538,categorical
batter,676466,539,categorical
batter,545121,540,categorical
batter,681807,541,categorical
batter,669374,542,categorical
batter,689200,543,categorical
batter,678009,544,categorical
batter,666464,545,categorical
batter,677595,546,categorical
batter,695506,547,categorical
batter,642086,548,categorical
batter,669288,549,categorical
batter,668800,550,categorical
batter,668723,551,categorical
batter,690022,552,categorical
batter,691019,553,categorical
batter,624513,554,categorical
batter,805249,555,categorical
batter,663330,556,categorical
batter,664954,557,categorical
batter,701350,558,categorical
batter,665953,559,categorical
batter,682515,560,categorical
batter,695681,561,categorical
batter,676116,562,categorical
batter,641302,563,categorical
batter,641645,564,categorical
batter,683770,565,categorical
batter,676679,566,categorical
batter,519317,567,categorical
batter,691781,568,categorical
batter,670092,569,categorical
batter,681987,570,categorical
batter,669369,571,categorical
batter,695257,572,categorical
batter,605244,573,categorical
batter,671083,574,categorical
stand,L,1,categorical
stand,R,2,categorical
p_throws,L,1,categorical
p_throws,R,2,categorical
inning_topbot,Top,1,categorical
inning_topbot,Bot,2,categorical
count_state,0-0,1,categorical
count_state,0-1,2,categorical
count_state,1-0,3,categorical
count_state,2-0,4,categorical
count_state,3-0,5,categorical
count_state,3-1,6,categorical
count_state,0-2,7,categorical
count_state,1-1,8,categorical
count_state,2-1,9,categorical
count_state,2-2,10,categorical
count_state,3-2,11,categorical
count_state,1-2,12,categorical
prev_pitch_type,START,1,categorical
prev_pitch_type,FF,2,categorical
prev_pitch_type,CU,3,categorical
prev_pitch_type,FS,4,categorical
prev_pitch_type,ST,5,categorical
prev_pitch_type,SI,6,categorical
prev_pitch_type,KC,7,categorical
prev_pitch_type,CH,8,categorical
prev_pitch_type,FC,9,categorical
prev_pitch_type,SL,10,categorical
prev_pitch_type,FA,11,categorical
prev_pitch_type,SV,12,categorical
prev_pitch_type,OTHER,13,categorical
prev_pitch_type,EP,14,categorical
prev_pitch_type,FO,15,categorical
y_next_pitch_type,SL,1,target
y_next_pitch_type,FF,2,target
y_next_pitch_type,FS,3,target
y_next_pitch_type,SI,4,target
y_next_pitch_type,ST,5,target
y_next_pitch_type,CU,6,target
y_next_pitch_type,KC,7,target
y_next_pitch_type,CH,8,target
y_next_pitch_type,FC,9,target
y_next_pitch_type,FA,10,target
y_next_pitch_type,SV,11,target
y_next_pitch_type,OTHER,12,target
y_next_pitch_type,EP,13,target
y_next_pitch_type,FO,14,target
